;;;;;;;;;;;;x,,,,,,,,,,,,,
return_core_on_title;Enable 'Return Cores' decisions;;;;;;;;;;;;x,,
return_cores_AUA_desc;We hold provinces that Awngthim has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUE_title;Return cores to Eora;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUE_desc;We hold provinces that Eora has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUI_title;Return cores to Kamilaroi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUI_desc;We hold provinces that Kamilaroi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUK_title;Return cores to Kaurna;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUK_desc;We hold provinces that Kaurna has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUL_title;Return cores to Larrakia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUL_desc;We hold provinces that Larrakia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUM_title;Return cores to Mianjin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUM_desc;We hold provinces that Mianjin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUN_title;Return cores to Yanuwa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUN_desc;We hold provinces that Yanuwa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUO_title;Return cores to Nyoongah;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUO_desc;We hold provinces that Nyoongah has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUP_title;Return cores to Palawa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUP_desc;We hold provinces that Palawa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUS_title;Return cores to Austria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUS_desc;We hold provinces that Austria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AVA_title;Return cores to Ava;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AVA_desc;We hold provinces that Ava has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AWA_title;Return cores to Oudh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AWA_desc;We hold provinces that Oudh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AYR_title;Return cores to Air;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AYR_desc;We hold provinces that Air has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AZT_title;Return cores to Aztec;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AZT_desc;We hold provinces that Aztec has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAL_title;Return cores to Bali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAL_desc;We hold provinces that Bali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAV_title;Return cores to Bavaria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAV_desc;We hold provinces that Bavaria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BEN_title;Return cores to Benin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BEN_desc;We hold provinces that Benin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLA_title;Return cores to Blackfoot;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BLA_desc;We hold provinces that Blackfoot has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLC_title;Return cores to Baluchistan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BLC_desc;We hold provinces that Baluchistan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BOS_title;Return cores to Bosnia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BOS_desc;We hold provinces that Bosnia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRG_title;Return cores to Arles;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRG_desc;We hold provinces that Arles has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRN_title;Return cores to Brandenburg;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRN_desc;We hold provinces that Brandenburg has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRT_title;Return cores to Breizh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRT_desc;We hold provinces that Breizh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRU_title;Return cores to Brunei;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRU_desc;We hold provinces that Brunei has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRY_title;Return cores to Buryatia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRY_desc;We hold provinces that Buryatia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRZ_title;Return cores to Brazil;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRZ_desc;We hold provinces that Brazil has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUG_title;Return cores to Buganda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUG_desc;We hold provinces that Buganda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUL_title;Return cores to Bulgaria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUL_desc;We hold provinces that Bulgaria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUN_title;Return cores to Bundelkhand;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUN_desc;We hold provinces that Bundelkhand has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUR_title;Return cores to Taungu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUR_desc;We hold provinces that Taungu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BYZ_title;Return cores to Byzantium;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BYZ_desc;We hold provinces that Byzantium has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAB_title;Return cores to Carib;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAB_desc;We hold provinces that Carib has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAD_title;Return cores to Caddo;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAD_desc;We hold provinces that Caddo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAL_title;Return cores to California;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAL_desc;We hold provinces that California has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAM_title;Return cores to Khmer;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAM_desc;We hold provinces that Khmer has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAN_title;Return cores to Canada;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAN_desc;We hold provinces that Canada has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAQ_title;Return cores to Casqui;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAQ_desc;We hold provinces that Casqui has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAS_title;Return cores to Cascadia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAS_desc;We hold provinces that Cascadia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CCM_title;Return cores to Chichimeca;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CCM_desc;We hold provinces that Chichimeca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CCQ_title;Return cores to Calchaqui;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CCQ_desc;We hold provinces that Calchaqui has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CDL_title;Return cores to Dali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CDL_desc;We hold provinces that Dali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CGS_title;Return cores to Changsheng;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CGS_desc;We hold provinces that Changsheng has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHA_title;Return cores to Champa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHA_desc;We hold provinces that Champa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHC_title;Return cores to Chu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHC_desc;We hold provinces that Chu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHL_title;Return cores to Chile;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHL_desc;We hold provinces that Chile has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHM_title;Return cores to Chimu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHM_desc;We hold provinces that Chimu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CKW_title;Return cores to Chokwe;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CKW_desc;We hold provinces that Chokwe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CLM_title;Return cores to Colombia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CLM_desc;We hold provinces that Colombia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CMA_title;Return cores to Colima;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CMA_desc;We hold provinces that Colima has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CMI_title;Return cores to Miao;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CMI_desc;We hold provinces that Miao has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_COF_title;Return cores to Cofitachequi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_COF_desc;We hold provinces that Cofitachequi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRA_title;Return cores to Charca;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRA_desc;We hold provinces that Charca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRK_title;Return cores to Creek;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRK_desc;We hold provinces that Creek has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSH_title;Return cores to Shun;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSH_desc;We hold provinces that Shun has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSU_title;Return cores to Cusco;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSU_desc;We hold provinces that Cusco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CUB_title;Return cores to Cuba;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CUB_desc;We hold provinces that Cuba has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CWU_title;Return cores to Wu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CWU_desc;We hold provinces that Wu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CXI_title;Return cores to Xi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CXI_desc;We hold provinces that Xi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CYA_title;Return cores to Chachapoya;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CYA_desc;We hold provinces that Chachapoya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CYI_title;Return cores to Yi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CYI_desc;We hold provinces that Yi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CYN_title;Return cores to Cheyenne;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CYN_desc;We hold provinces that Cheyenne has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAH_title;Return cores to Dahomey;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAH_desc;We hold provinces that Dahomey has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAI_title;Return cores to Dai Viet;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAI_desc;We hold provinces that Dai Viet has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DEN_title;Return cores to Protectors Expedition;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DEN_desc;We hold provinces that Protectors Expedition has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DLH_title;Return cores to Delhi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DLH_desc;We hold provinces that Delhi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_EGY_title;Return cores to Egypt;;;;;;;;;;;;;;;;;;;;x,,
return_cores_EGY_desc;We hold provinces that Egypt has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ENL_title;Return cores to England;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ENL_desc;We hold provinces that England has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ETH_title;Return cores to Abyssinia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ETH_desc;We hold provinces that Abyssinia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FIN_title;Return cores to Finland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FIN_desc;We hold provinces that Finland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FJL_title;Return cores to Lau;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FJL_desc;We hold provinces that Lau has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FJV_title;Return cores to Viti Levu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FJV_desc;We hold provinces that Viti Levu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FJW_title;Return cores to Vanua Levu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FJW_desc;We hold provinces that Vanua Levu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FLA_title;Return cores to Flanders;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FLA_desc;We hold provinces that Flanders has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FRA_title;Return cores to France;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FRA_desc;We hold provinces that France has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FRI_title;Return cores to Friesland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FRI_desc;We hold provinces that Friesland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FUL_title;Return cores to Fulo;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FUL_desc;We hold provinces that Fulo has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GAM_title;Return cores to Guamar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GAM_desc;We hold provinces that Guamar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GHR_title;Return cores to Garhwal;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GHR_desc;We hold provinces that Garhwal has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GLC_title;Return cores to Galicia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GLC_desc;We hold provinces that Galicia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GOC_title;Return cores to Golkonda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GOC_desc;We hold provinces that Golkonda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GOL_title;Return cores to Golden Horde;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GOL_desc;We hold provinces that Golden Horde has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRA_title;Return cores to Granada;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRA_desc;We hold provinces that Granada has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRH_title;Return cores to Great Horde;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRH_desc;We hold provinces that Great Horde has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRI_title;Return cores to Guarani;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRI_desc;We hold provinces that Guarani has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GUJ_title;Return cores to Shahujis;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GUJ_desc;We hold provinces that Shahujis has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAI_title;Return cores to Haiti;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAI_desc;We hold provinces that Haiti has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAT_title;Return cores to Hainaut;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAT_desc;We hold provinces that Hainaut has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAW_title;Return cores to Hawai'i;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAW_desc;We hold provinces that Hawai'i has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HDA_title;Return cores to Haida;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HDA_desc;We hold provinces that Haida has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HDU_title;Return cores to Delhis;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HDU_desc;We hold provinces that Delhis has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HES_title;Return cores to Hesse;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HES_desc;We hold provinces that Hesse has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HST_title;Return cores to Huastec;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HST_desc;We hold provinces that Huastec has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUA_title;Return cores to Huai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUA_desc;We hold provinces that Huai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUN_title;Return cores to Pannonia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUN_desc;We hold provinces that Pannonia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUR_title;Return cores to Huron;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUR_desc;We hold provinces that Huron has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IRE_title;Return cores to Ireland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IRE_desc;We hold provinces that Ireland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IRO_title;Return cores to Iroquois;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IRO_desc;We hold provinces that Iroquois has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ISR_title;Return cores to Israel;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ISR_desc;We hold provinces that Israel has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ITZ_title;Return cores to Itza;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ITZ_desc;We hold provinces that Itza has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JAP_title;Return cores to Japan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JAP_desc;We hold provinces that Japan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JER_title;Return cores to Jerusalem;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JER_desc;We hold provinces that Jerusalem has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JGD_title;Return cores to Junagarh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JGD_desc;We hold provinces that Junagarh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JIM_title;Return cores to Jimma;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JIM_desc;We hold provinces that Jimma has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JIN_title;Return cores to Jin;;;;;;;;;;;;;;;;;;;;x,,
